# marvel-crawler — Marvel_Comics_supervillains crawl (2026-09-13)
# Wikipedia Category:Marvel_Comics_supervillains — 370 nodes (redirects resolved).
# node_id matches the source column of the edges file.
node_id	name	wikidata_id	url	description
Lady_Gorgon	Lady Gorgon	Q21233535	https://en.wikipedia.org/wiki/Lady_Gorgon	Lady Gorgon (Tanya Adrian) is a supervillain appearing in American comic books published by Marvel Comics.
Lash_(comics)	Lash (comics)	Q20967752	https://en.wikipedia.org/wiki/Lash_(comics)	Lash is a supervillain appearing in American comic books published by Marvel Comics.
Laufey_(character)	Laufey (character)	Q6497975	https://en.wikipedia.org/wiki/Laufey_(character)	Laufey is a supervillain appearing in American comic books published by Marvel Comics.
Leader_(character)	Leader (character)	Q2328990	https://en.wikipedia.org/wiki/Leader_(character)	The Leader (Samuel Sterns) is a supervillain appearing in American comic books published by Marvel Comics.
Leap-Frog_(comics)	Leap-Frog (comics)	Q3829270	https://en.wikipedia.org/wiki/Leap-Frog_(comics)	Leap-Frog is the name of several characters appearing in American comic books published by Marvel Comics.
Lemuel_Dorcas	Lemuel Dorcas	Q6521548	https://en.wikipedia.org/wiki/Lemuel_Dorcas	Lemuel Dorcas is a fictional character appearing in American comic books published by Marvel Comics.
Leo_(comics)	Leo (comics)	Q6523499	https://en.wikipedia.org/wiki/Leo_(comics)	Leo is the name of several characters appearing in American comic books published by Marvel Comics.
Libra_(Marvel_Comics)	Libra (Marvel Comics)	Q6542426	https://en.wikipedia.org/wiki/Libra_(Marvel_Comics)	Libra is the name of several fictional characters appearing in American comic books published by Marvel Comics.
Lightmaster	Lightmaster	Q3267311	https://en.wikipedia.org/wiki/Lightmaster	Lightmaster (Edward Lansky) is a supervillain appearing in American comic books published by Marvel Comics.
Living_Brain	Living Brain	Q10568194	https://en.wikipedia.org/wiki/Living_Brain	The Living Brain is the name of two supervillains appearing in American comic books published by Marvel Comics.
Living_Laser	Living Laser	Q932198	https://en.wikipedia.org/wiki/Living_Laser	The Living Laser (Arthur Parks) is a supervillain appearing in American comic books published by Marvel Comics.
Living_Monolith	Living Monolith	Q3321155	https://en.wikipedia.org/wiki/Living_Monolith	The Living Monolith (Ahmet Abdol) is a supervillain appearing in American comic books published by Marvel Comics.
Lizard_(character)	Lizard (character)	Q19382	https://en.wikipedia.org/wiki/Lizard_(character)	The Lizard (Dr.
Lloyd_Bloch	Lloyd Bloch	Q16387269	https://en.wikipedia.org/wiki/Lloyd_Bloch	Lloyd Bloch, also known as Moonstone and Nefarius, is a supervillain appearing in American comic books published by Marvel Comics.
Llyra	Llyra	Q6662949	https://en.wikipedia.org/wiki/Llyra	Llyra is a supervillain appearing in American comic books published by Marvel Comics.
Locksmith_(comics)	Locksmith (comics)	Q6665839	https://en.wikipedia.org/wiki/Locksmith_(comics)	The Locksmith is a fictional character appearing in American comic books published by Marvel Comics.
Looter_(character)	Looter (character)	Q6676059	https://en.wikipedia.org/wiki/Looter_(character)	The Looter (Norton Fester), also known as the Meteor Man, is a supervillain appearing in American comic books published by Marvel Comics.
Lunatik	Lunatik	Q3267463	https://en.wikipedia.org/wiki/Lunatik	Lunatik is a fictional character appearing in American comic books published by Marvel Comics.
Mac_Gargan	Mac Gargan	Q2917078	https://en.wikipedia.org/wiki/Mac_Gargan	MacDonald "Mac" Gargan is a supervillain appearing in American comic books published by Marvel Comics.
Mad_Dog_(Marvel_Comics)	Mad Dog (Marvel Comics)	Q6725939	https://en.wikipedia.org/wiki/Mad_Dog_(Marvel_Comics)	Mad Dog (Robert "Buzz" Baxter) is a character appearing in American comic books published by Marvel Comics.
Maestro_(character)	Maestro (character)	Q6729338	https://en.wikipedia.org/wiki/Maestro_(character)	The Maestro is a supervillain appearing in American comic books published by Marvel Comics.
Magician_(Marvel_Comics)	Magician (Marvel Comics)	Q16253735	https://en.wikipedia.org/wiki/Magician_(Marvel_Comics)	The Magician is the name of three fictional characters appearing in American comic books published by Marvel Comics.
Mahkizmo	Mahkizmo	Q6734162	https://en.wikipedia.org/wiki/Mahkizmo	Mahkizmo, also known as the Nuclear Man, is a fictional character appearing in American comic books published by Marvel Comics.
Maker_(character)	Maker (character)	Q39071489	https://en.wikipedia.org/wiki/Maker_(character)	The Maker (previously Mister Fantastic, also known as Ultimate Reed Richards) is a supervillain appearing in American comic books published by Marvel Comics.
Malcolm_Colcord	Malcolm Colcord	Q3281680	https://en.wikipedia.org/wiki/Malcolm_Colcord	Malcolm Colcord, also known as The Director, is a fictional character appearing in American comic books published by Marvel Comics.
Man_Mountain_Marko	Man Mountain Marko	Q6746231	https://en.wikipedia.org/wiki/Man_Mountain_Marko	Man Mountain Marko (Michael Marko) is a supervillain appearing in American comic books published by Marvel Comics.
Man-Elephant	Man-Elephant	Q6746101	https://en.wikipedia.org/wiki/Man-Elephant	Man-Elephant is the name of two fictional characters appearing in American comic books published by Marvel Comics.
Man-Killer	Man-Killer	Q1644750	https://en.wikipedia.org/wiki/Man-Killer	Man-Killer is a name used by two supervillains appearing in American comic books published by Marvel Comics.
Mania_(character)	Mania (character)	Q56159606	https://en.wikipedia.org/wiki/Mania_(character)	Mania (also known as Venom and Maniac) is a fictional character appearing in American comic books published by Marvel Comics.
Marduk_Kurios	Marduk Kurios	Q100888045	https://en.wikipedia.org/wiki/Marduk_Kurios	Marduk Kurios is a character appearing in American comic books published by Marvel Comics.
Masked_Marauder	Masked Marauder	Q3287531	https://en.wikipedia.org/wiki/Masked_Marauder	The Masked Marauder is a fictional character appearing in American comic books published by Marvel Comics.
Massacre_(Marvel_Comics)	Massacre (Marvel Comics)	Q19864677	https://en.wikipedia.org/wiki/Massacre_(Marvel_Comics)	Massacre is a supervillain appearing in American comic books published by Marvel Comics.
Master_Khan	Master Khan	Q6785042	https://en.wikipedia.org/wiki/Master_Khan	Master Khan is a supervillain appearing in American comic books published by Marvel Comics, a recurring foe of Iron Fist and Luke Cage.
Master_Man_(Marvel_Comics)	Master Man (Marvel Comics)	Q3025386	https://en.wikipedia.org/wiki/Master_Man_(Marvel_Comics)	Master Man is the name of three different supervillains that appear in American comic books published by Marvel Comics.
Master_Menace	Master Menace	Q6785060	https://en.wikipedia.org/wiki/Master_Menace	Master Menace is a character appearing in American comic books published by Marvel Comics.
Master_Mold	Master Mold	Q746713	https://en.wikipedia.org/wiki/Master_Mold	Master Mold is a supervillain appearing in American comic books published by Marvel Comics most commonly appearing as an enemy of the X-Men and the leader of the Sentinel mutant-hunting robots.
Master_Pandemonium	Master Pandemonium	Q6785074	https://en.wikipedia.org/wiki/Master_Pandemonium	Master Pandemonium (Martin Preston) is a supervillain appearing in American comic books published by Marvel Comics.
Master_of_the_World_(character)	Master of the World (character)	Q3224430	https://en.wikipedia.org/wiki/Master_of_the_World_(character)	Master of the World (Eshu) is a supervillain appearing in American comic books published by Marvel Comics.
Mauler_(comics)	Mauler (comics)	Q3300168	https://en.wikipedia.org/wiki/Mauler_(comics)	Mauler (an acronym for Mobile Armored Utility Laser-guided E-beam, Revised) is an armored battle suit used by four fictional characters appearing in American comic books published by Marvel Comics.
Maur-Konn	Maur-Konn	Q123481230	https://en.wikipedia.org/wiki/Maur-Konn	Maur-Konn is a fictional character appearing in American comic books published by Marvel Comics.
Megatak	Megatak	Q123488179	https://en.wikipedia.org/wiki/Megatak	Megatak is a fictional character appearing in American comic books published by Marvel Comics.
Mentallo	Mentallo	Q6817509	https://en.wikipedia.org/wiki/Mentallo	Mentallo (Marvin Flumm) is a character appearing in American comic books published by Marvel Comics.
Metal_Master_(comics)	Metal Master (comics)	Q6822672	https://en.wikipedia.org/wiki/Metal_Master_(comics)	Metal Master is the name of two fictional characters appearing in American comic books published by Marvel Comics.
Michael_Pointer_(character)	Michael Pointer (character)	Q2396146	https://en.wikipedia.org/wiki/Michael_Pointer_(character)	Michael Pointer is a fictional character code-named Omega, a mutant appearing in American comic books published by Marvel Comics.
Midgard_Serpent_(Marvel_Comics)	Midgard Serpent (Marvel Comics)	Q6842189	https://en.wikipedia.org/wiki/Midgard_Serpent_(Marvel_Comics)	Jormungand, also known as the Midgard Serpent and the World Serpent, is a character appearing in American comic books published by Marvel Comics.
Midnight_Man_(comics)	Midnight Man (comics)	Q110633556	https://en.wikipedia.org/wiki/Midnight_Man_(comics)	Midnight Man (Anton Mogart) is a fictional character appearing in American comic books published by Marvel Comics.
Mikhail_Rasputin	Mikhail Rasputin	Q1406012	https://en.wikipedia.org/wiki/Mikhail_Rasputin	Mikhail Nikolaievitch Rasputin is a character appearing in American comic books published by Marvel Comics.
Mind-Wave	Mind-Wave	Q6863395	https://en.wikipedia.org/wiki/Mind-Wave	Mind-Wave is a fictional character appearing in American comic books published by Marvel Comics.
Mindless_Ones	Mindless Ones	Q16387027	https://en.wikipedia.org/wiki/Mindless_Ones	The Mindless Ones are fictional monsters appearing in American comic books published by Marvel Comics.
Mirage_(Marvel_Comics)	Mirage (Marvel Comics)	Q3315842	https://en.wikipedia.org/wiki/Mirage_(Marvel_Comics)	Mirage is the name of two fictional villains appearing in American comic books published by Marvel Comics.
Missing_Link_(comics)	Missing Link (comics)	Q6878351	https://en.wikipedia.org/wiki/Missing_Link_(comics)	Missing Link is the name of four fictional characters appearing in American comic books published by Marvel Comics.
Mister_Fear	Mister Fear	Q954755	https://en.wikipedia.org/wiki/Mister_Fear	Mister Fear is the name of four supervillains appearing in American comic books published by Marvel Comics.
Mister_Hyde_(Marvel_Comics)	Mister Hyde (Marvel Comics)	Q1638775	https://en.wikipedia.org/wiki/Mister_Hyde_(Marvel_Comics)	Mister Hyde (Calvin Zabo) is a supervillain appearing in American comic books published by Marvel Comics.
Mister_Negative	Mister Negative	Q3316968	https://en.wikipedia.org/wiki/Mister_Negative	Mister Negative is a supervillain appearing in American comic books published by Marvel Comics.
Mister_Sinister	Mister Sinister	Q302534	https://en.wikipedia.org/wiki/Mister_Sinister	Mister Sinister is a supervillain appearing in American comic books published by Marvel Comics.
Mister_X_(Marvel_Comics)	Mister X (Marvel Comics)	Q3327188	https://en.wikipedia.org/wiki/Mister_X_(Marvel_Comics)	Mister X is a supervillain appearing in American comic books published by Marvel Comics.
Modular_Man	Modular Man	Q3139753	https://en.wikipedia.org/wiki/Modular_Man	The Modular Man (Stephen Weems) is a supervillain appearing in American comic books published by Marvel Comics.
Mojo_(comics)	Mojo (comics)	Q632369	https://en.wikipedia.org/wiki/Mojo_(comics)	Mojo is a supervillain appearing in American comic books published by Marvel Comics, usually those featuring the X-Men family of characters.
Mole_Man	Mole Man	Q2478988	https://en.wikipedia.org/wiki/Mole_Man	The Mole Man (Harvey Rupert Elder) is a supervillain appearing in American comic books published by Marvel Comics.
Molecule_Man	Molecule Man	Q927578	https://en.wikipedia.org/wiki/Molecule_Man	The Molecule Man (Owen Reece) is a character appearing in American comic books published by Marvel Comics.
Monsteroso	Monsteroso	Q16387076	https://en.wikipedia.org/wiki/Monsteroso	Monsteroso can refer to two different characters appearing in American comic books published by Marvel Comics.
Montana_(character)	Montana (character)	Q6904213	https://en.wikipedia.org/wiki/Montana_(character)	Jackson W. "Montana" Brice, known mononymsly as Montana, is a supervillain appearing in American comic books published by Marvel Comics.
Morbius	Morbius	Q1087722	https://en.wikipedia.org/wiki/Morbius	Morbius (born Michael Morbius, also known as Morbius the Living Vampire) is a character appearing in American comic books published by Marvel Comics.
Morg	Morg	Q3323956	https://en.wikipedia.org/wiki/Morg	Morg is a supervillain appearing in American comic books published by Marvel Comics.
Morpheus_(Marvel_Comics)	Morpheus (Marvel Comics)	Q6913382	https://en.wikipedia.org/wiki/Morpheus_(Marvel_Comics)	Morpheus is a fictional character appearing in American comic books published by Marvel Comics.
Mountjoy_(comics)	Mountjoy (comics)	Q6925803	https://en.wikipedia.org/wiki/Mountjoy_(comics)	Mountjoy is a fictional mutant character appearing in American comic books published by Marvel Comics.
Mr._Fish	Mr. Fish	Q6928642	https://en.wikipedia.org/wiki/Mr._Fish	Mr.
Mysterio	Mysterio	Q2283843	https://en.wikipedia.org/wiki/Mysterio	Mysterio is the alias of several supervillains appearing in American comic books published by Marvel Comics.
Naga_(Marvel_Comics)	Naga (Marvel Comics)	Q3335047	https://en.wikipedia.org/wiki/Naga_(Marvel_Comics)	Naga is a fictional character appearing in American comic books published by Marvel Comics.
Nanny_and_Orphan-Maker	Nanny and Orphan-Maker	Q7103916	https://en.wikipedia.org/wiki/Nanny_and_Orphan-Maker	Nanny and Orphan-Maker are supervillains appearing in American comic books published by Marvel Comics.
Nathaniel_Richards_(Marvel_Comics)	Nathaniel Richards (Marvel Comics)	Q3336797	https://en.wikipedia.org/wiki/Nathaniel_Richards_(Marvel_Comics)	Nathaniel Richards is a character appearing in American comic books published by Marvel Comics.
Nebulon_(comics)	Nebulon (comics)	Q3346829	https://en.wikipedia.org/wiki/Nebulon_(comics)	Nebulon is a fictional character appearing in American comic books published by Marvel Comics.
Nicholas_Scratch	Nicholas Scratch	Q7026186	https://en.wikipedia.org/wiki/Nicholas_Scratch	Nicholas Scratch is a supervillain appearing in American comic books published by Marvel Comics.
Nicodemus_West	Nicodemus West	Q30589100	https://en.wikipedia.org/wiki/Nicodemus_West	Nicodemus West is a fictional character appearing in American comic books published by Marvel Comics.
Nightwatch_(character)	Nightwatch (character)	Q8327297	https://en.wikipedia.org/wiki/Nightwatch_(character)	Nightwatch, also known as Nighteater, is a fictional character appearing in American comic books published by Marvel Comics.
Noh-Varr	Noh-Varr	Q3877735	https://en.wikipedia.org/wiki/Noh-Varr	Noh-Varr is a superhero appearing in American comic books published by Marvel Comics.
Nomad_(Marvel_Comics)	Nomad (Marvel Comics)	Q3877909	https://en.wikipedia.org/wiki/Nomad_(Marvel_Comics)	Nomad is the name of several fictional characters appearing in American comic books published by Marvel Comics.
Norman_Osborn	Norman Osborn	Q17090877	https://en.wikipedia.org/wiki/Norman_Osborn	Norman Virgil Osborn is a character appearing in American comic books published by Marvel Comics.
Northstar_(character)	Northstar (character)	Q251321	https://en.wikipedia.org/wiki/Northstar_(character)	Northstar (Jean-Paul Beaubier) is a fictional superhero appearing in American comic books published by Marvel Comics.
Nth_Man	Nth Man	Q7067621	https://en.wikipedia.org/wiki/Nth_Man	Nth Man is a fictional character appearing in American comic books published by Marvel Comics.
Nuke_(Marvel_Comics)	Nuke (Marvel Comics)	Q944173	https://en.wikipedia.org/wiki/Nuke_(Marvel_Comics)	Nuke (Francis "Frank" Simpson) is a supervillain appearing in American comic books published by Marvel Comics.
Obnoxio_the_Clown	Obnoxio the Clown	Q7075225	https://en.wikipedia.org/wiki/Obnoxio_the_Clown	Obnoxio the Clown is a character appearing in American comic books published by Marvel Comics as the mascot of the humor magazine Crazy.
Occulus	Occulus	Q3348628	https://en.wikipedia.org/wiki/Occulus	Occulus is a supervillain appearing in American comic books published by Marvel Comics, usually as an enemy of the Fantastic Four.
Ogre_(Marvel_Comics)	Ogre (Marvel Comics)	Q3885048	https://en.wikipedia.org/wiki/Ogre_(Marvel_Comics)	Ogre is a fictional character appearing in American comic books published by Marvel Comics.
Ogun_(comics)	Ogun (comics)	Q7080283	https://en.wikipedia.org/wiki/Ogun_(comics)	Ogun is a fictional character, a Japanese supervillain appearing in American comic books published by Marvel Comics.
Olivier_(comics)	Olivier (comics)	Q7088114	https://en.wikipedia.org/wiki/Olivier_(comics)	Olivier is a supervillain appearing in American comic books published by Marvel Comics.
Orb_(comics)	Orb (comics)	Q7099985	https://en.wikipedia.org/wiki/Orb_(comics)	The Orb is the name of two supervillains appearing in American comic books published by Marvel Comics, primarily adversaries of Ghost Rider.
Orka_(character)	Orka (character)	Q3356429	https://en.wikipedia.org/wiki/Orka_(character)	Orka is a fictional character appearing in American comic books published by Marvel Comics.
Overdrive_(character)	Overdrive (character)	Q7113631	https://en.wikipedia.org/wiki/Overdrive_(character)	Overdrive (James Beverley) is a supervillain, appearing in American comic books published by Marvel Comics, usually depicted as an enemy of Spider-Man.
Overmind_(comics)	Overmind (comics)	Q30597357	https://en.wikipedia.org/wiki/Overmind_(comics)	The Overmind (originally the Over-Mind) is a fictional character appearing in American comic books published by Marvel Comics.
Painter_(comics)	Painter (comics)	Q17061625	https://en.wikipedia.org/wiki/Painter_(comics)	The Painter (Wilhelm van Vile) is a supervillain appearing in American comic books published by Marvel Comics.
Phalanx_(comics)	Phalanx (comics)	Q2265657	https://en.wikipedia.org/wiki/Phalanx_(comics)	The Phalanx are a fictional cybernetic species appearing in American comic books published by Marvel Comics.
Phil_Urich	Phil Urich	Q4483669	https://en.wikipedia.org/wiki/Phil_Urich	Philip Benjamin "Phil" Urich () is a fictional character appearing in American comic books published by Marvel Comics.
Phoenix_Force	Phoenix Force	Q8347897	https://en.wikipedia.org/wiki/Phoenix_Force	The Phoenix Force is a fictional entity appearing in American comic books published by Marvel Comics.
Piledriver_(character)	Piledriver (character)	Q4348315	https://en.wikipedia.org/wiki/Piledriver_(character)	Piledriver (Brian Philip Calusky) is a supervillain appearing in American comic books published by Marvel Comics.
Pisces_(character)	Pisces (character)	Q7198241	https://en.wikipedia.org/wiki/Pisces_(character)	Pisces is the name of several fictional characters appearing in American comic books published by Marvel Comics.
Plunderer_(comics)	Plunderer (comics)	Q7205504	https://en.wikipedia.org/wiki/Plunderer_(comics)	The Plunderer is a fictional character appearing in American comic books published by Marvel Comics.
Porcupine_(character)	Porcupine (character)	Q3398083	https://en.wikipedia.org/wiki/Porcupine_(character)	Porcupine is the name used by two fictional characters appearing in American comic books published by Marvel Comics: Alexander Gentry, a weapons designer who uses his porcupine battlesuit in an attempt to become wealthy through crime, as one of the first costumed professional criminals of his generation, and Roger Gocking, a criminal who purchased the suit to commit crimes, before joining the Thunderbolts and reforming, joining Ben Urich and Jessica Drew as a private investigator, and as nanny to the latter's son Gerry, before eventually coming to date Jessica himself.
Power_Broker_(character)	Power Broker (character)	Q3400903	https://en.wikipedia.org/wiki/Power_Broker_(character)	Power Broker is the name of two characters appearing in American comic books published by Marvel Comics.
Powerhouse_(Marvel_Comics)	Powerhouse (Marvel Comics)	Q7236721	https://en.wikipedia.org/wiki/Powerhouse_(Marvel_Comics)	Powerhouse is a name used by three characters appearing in American comic books published by Marvel Comics.
Predator_X_(character)	Predator X (character)	Q3401520	https://en.wikipedia.org/wiki/Predator_X_(character)	Predator X is a character appearing in American comic books published by Marvel Comics.
Primus_(Marvel_Comics)	Primus (Marvel Comics)	Q7243705	https://en.wikipedia.org/wiki/Primus_(Marvel_Comics)	Primus is the name of three characters appearing in American comic books published by Marvel Comics.
Princess_Python	Princess Python	Q7244787	https://en.wikipedia.org/wiki/Princess_Python	Princess Python is a supervillain appearing in American comic books published by Marvel Comics.
Professor_Power	Professor Power	Q7248180	https://en.wikipedia.org/wiki/Professor_Power	Professor Power (Anthony Power) is a fictional character appearing in American comic books published by Marvel Comics.
Profile_(Marvel_Comics)	Profile (Marvel Comics)	Q7248249	https://en.wikipedia.org/wiki/Profile_(Marvel_Comics)	The Profile is a fictional character appearing in American comic books published by Marvel Comics, an assassin and adversary of Moon Knight.
Prowler_(Marvel_Comics)	Prowler (Marvel Comics)	Q2274942	https://en.wikipedia.org/wiki/Prowler_(Marvel_Comics)	The Prowler is an alias used by several fictional characters appearing in American comic books published by Marvel Comics.
Psycho-Man	Psycho-Man	Q7256285	https://en.wikipedia.org/wiki/Psycho-Man	Psycho-Man is a supervillain appearing in American comic books published by Marvel Comics.
Psyklop	Psyklop	Q7256565	https://en.wikipedia.org/wiki/Psyklop	Psyklop is a supervillain appearing in American comic books published by Marvel Comics.
Puppet_Master_(Marvel_Comics)	Puppet Master (Marvel Comics)	Q1093359	https://en.wikipedia.org/wiki/Puppet_Master_(Marvel_Comics)	The Puppet Master (Philip Masters) is a supervillain appearing in American comic books published by Marvel Comics.
Purple_Man	Purple Man	Q3139793	https://en.wikipedia.org/wiki/Purple_Man	The Purple Man is a supervillain appearing in American comic books published by Marvel Comics.
Pyro_(Marvel_Comics)	Pyro (Marvel Comics)	Q2339776	https://en.wikipedia.org/wiki/Pyro_(Marvel_Comics)	Pyro is the name of several characters appearing in American comic books published by Marvel Comics.
Quicksilver_(Marvel_Comics)	Quicksilver (Marvel Comics)	Q929273	https://en.wikipedia.org/wiki/Quicksilver_(Marvel_Comics)	Quicksilver is a character appearing in American comic books published by Marvel Comics.
Radioactive_Man_(comics)	Radioactive Man (comics)	Q978851	https://en.wikipedia.org/wiki/Radioactive_Man_(comics)	Radioactive Man is the name of several supervillains appearing in American comic books published by Marvel Comics.
Ragnarok_(comics)	Ragnarok (comics)	Q1394613	https://en.wikipedia.org/wiki/Ragnarok_(comics)	Ragnarok is a supervillain appearing in American comic books published by Marvel Comics.
Rampage_(Marvel_Comics)	Rampage (Marvel Comics)	Q7289996	https://en.wikipedia.org/wiki/Rampage_(Marvel_Comics)	Stuart Clarke is a fictional character appearing in American comic books published by Marvel Comics.
Rapido_(comics)	Rapido (comics)	Q23306602	https://en.wikipedia.org/wiki/Rapido_(comics)	Rapido (Roussel Dupont) is a supervillain appearing in American comic books published by Marvel Comics.
Red_Hulk	Red Hulk	Q20008295	https://en.wikipedia.org/wiki/Red_Hulk	The Red Hulk is an alias that is used by several fictional characters appearing in American comic books published by Marvel Comics; examples include Thunderbolt Ross and Robert Maverick, as well as other equivalents in specific Marvel timelines.
Red_Raven_(Marvel_Comics)	Red Raven (Marvel Comics)	Q7304777	https://en.wikipedia.org/wiki/Red_Raven_(Marvel_Comics)	Red Raven is the name of three separate fictional characters appearing in American comic books published by Marvel Comics.
Redneck_(comics)	Redneck (comics)	Q17015182	https://en.wikipedia.org/wiki/Redneck_(comics)	Vincent Stewart, codenamed Redneck and later Skybolt is a fictional mutant character appearing in American comic books published by Marvel Comics.
Redstone_(comics)	Redstone (comics)	Q7306278	https://en.wikipedia.org/wiki/Redstone_(comics)	Redstone is the name of two characters appearing in American comic books published by Marvel Comics.
Rev_(comics)	Rev (comics)	Q7317700	https://en.wikipedia.org/wiki/Rev_(comics)	The Rev (Samuel Smith) is a supervillain appearing in American comic books published by Marvel Comics.
Ringmaster_(comics)	Ringmaster (comics)	Q7334931	https://en.wikipedia.org/wiki/Ringmaster_(comics)	The Ringmaster is the name of two characters appearing in American comic books published by Marvel Comics.
Romulus_(comics)	Romulus (comics)	Q1628510	https://en.wikipedia.org/wiki/Romulus_(comics)	Romulus is a supervillain appearing in American comic books published by Marvel Comics.
Ronan_the_Accuser	Ronan the Accuser	Q1772041	https://en.wikipedia.org/wiki/Ronan_the_Accuser	Ronan the Accuser is a character appearing in American comic books published by Marvel Comics.
Rose_(Marvel_Comics)	Rose (Marvel Comics)	Q3941234	https://en.wikipedia.org/wiki/Rose_(Marvel_Comics)	The Rose is an alias used by several fictional characters appearing in American comic books published by Marvel Comics.
Russian_(comics)	Russian (comics)	Q2438411	https://en.wikipedia.org/wiki/Russian_(comics)	The Russian (Ivan Vassilovitch Dragovsky; Russian: Иван Васильевич Драговский) is a supervillain appearing in American comic books published by Marvel Comics.
Rusty_Collins	Rusty Collins	Q3453575	https://en.wikipedia.org/wiki/Rusty_Collins	Russell "Rusty" Collins, formerly known as Firefist, is a superhero appearing in American comic books published by Marvel Comics.
Sabretooth_(character)	Sabretooth (character)	Q431862	https://en.wikipedia.org/wiki/Sabretooth_(character)	Sabretooth is a character appearing in American comic books published by Marvel Comics.
Sagittarius_(comics)	Sagittarius (comics)	Q20979374	https://en.wikipedia.org/wiki/Sagittarius_(comics)	Sagittarius is the name of several characters appearing in American comic books published by Marvel Comics.
Samuel_Silke	Samuel Silke	Q7412627	https://en.wikipedia.org/wiki/Samuel_Silke	Samuel "Sammy" Silke is a fictional character appearing in American comic books published by Marvel Comics.
Sapphire_Styx	Sapphire Styx	Q54954594	https://en.wikipedia.org/wiki/Sapphire_Styx	Sapphire Styx is a supervillain appearing in American comic books published by Marvel Comics.
Sarnak_(comics)	Sarnak (comics)	Q17017560	https://en.wikipedia.org/wiki/Sarnak_(comics)	Sarnak  (legal name Sidney Sarnak) is a fictional character appearing in American comic books published by Marvel Comics.
Satana_(Marvel_Comics)	Satana (Marvel Comics)	Q3473863	https://en.wikipedia.org/wiki/Satana_(Marvel_Comics)	Satana Hellstrom () is a fictional character appearing in American comic books published by Marvel Comics.
Scarecrow_(Marvel_Comics)	Scarecrow (Marvel Comics)	Q3589344	https://en.wikipedia.org/wiki/Scarecrow_(Marvel_Comics)	The Scarecrow (Ebenezer Laughton) is a supervillain appearing in American comic books published by Marvel Comics.
Scarlet_Scarab	Scarlet Scarab	Q7430450	https://en.wikipedia.org/wiki/Scarlet_Scarab	Scarlet Scarab is the name of three characters appearing in American comic books published by Marvel Comics.
Scarlet_Spider	Scarlet Spider	Q3929460	https://en.wikipedia.org/wiki/Scarlet_Spider	The Scarlet Spider is an alias used by several fictional characters appearing in American comic books published by Marvel Comics, most notably Ben Reilly and Kaine Parker, both of whom are genetic clones of Peter Parker, the superhero Spider-Man.
Scientist_Supreme	Scientist Supreme	Q40887547	https://en.wikipedia.org/wiki/Scientist_Supreme	The Scientist Supreme is the name of several characters appearing in American comic books published by Marvel Comics.
Scorpio_(Marvel_Comics)	Scorpio (Marvel Comics)	Q7435377	https://en.wikipedia.org/wiki/Scorpio_(Marvel_Comics)	Scorpio is the name of several fictional characters appearing in American comic books published by Marvel Comics.
Screwball_(character)	Screwball (character)	Q55643365	https://en.wikipedia.org/wiki/Screwball_(character)	Screwball is a supervillain appearing in American comic books published by Marvel Comics.
Selene_(comics)	Selene (comics)	Q369805	https://en.wikipedia.org/wiki/Selene_(comics)	Selene Gallio is a supervillain appearing in American comic books published by Marvel Comics.
Sentinel_(comics)	Sentinel (comics)	Q782181	https://en.wikipedia.org/wiki/Sentinel_(comics)	The Sentinels are a group of mutant-hunting robots appearing in American comic books published by Marvel Comics.
Sentry_(Curtis_Elkins)	Sentry (Curtis Elkins)	Q7451391	https://en.wikipedia.org/wiki/Sentry_(Curtis_Elkins)	Sentry (Curtis Elkins) is a fictional character appearing in American comic books published by Marvel Comics.
Sentry_(Kree)	Sentry (Kree)	Q7451392	https://en.wikipedia.org/wiki/Sentry_(Kree)	Sentry is a fictional character appearing in American comic books published by Marvel Comics.
Sentry_(Robert_Reynolds)	Sentry (Robert Reynolds)	Q491609	https://en.wikipedia.org/wiki/Sentry_(Robert_Reynolds)	The Sentry (Robert "Bob" Reynolds) and The Void are, respectively, a superhero and supervillain appearing in American comic books published by Marvel Comics.
Shadow_Knight_(character)	Shadow Knight (character)	Q25212260	https://en.wikipedia.org/wiki/Shadow_Knight_(character)	Shadow Knight (Randall Spector) is a supervillain appearing in American comic books published by Marvel Comics, commonly as an adversary of his brother, the superhero Moon Knight.
Shepard_(comics)	Shepard (comics)	Q7494415	https://en.wikipedia.org/wiki/Shepard_(comics)	Shepard (Francis Leighton) is a fictional mutant villain appearing in American comic books published by Marvel Comics.
Shockwave_(comics)	Shockwave (comics)	Q3482433	https://en.wikipedia.org/wiki/Shockwave_(comics)	Shockwave (Lancaster Sneed) is a fictional character appearing in American comic books published by Marvel Comics.
Shriek_(character)	Shriek (character)	Q2087326	https://en.wikipedia.org/wiki/Shriek_(character)	Shriek (Frances Louise Barrison) is a supervillain appearing in American comic books published by Marvel Comics.
Sidewinder_(character)	Sidewinder (character)	Q3483137	https://en.wikipedia.org/wiki/Sidewinder_(character)	Sidewinder is the name of three different fictional characters appearing in American comic books published by Marvel Comics.
Silvermane	Silvermane	Q2500449	https://en.wikipedia.org/wiki/Silvermane	Silvermane (Silvio Manfredi) is a supervillain appearing in American comic books published by Marvel Comics.
Sin_(Marvel_Comics)	Sin (Marvel Comics)	Q577086	https://en.wikipedia.org/wiki/Sin_(Marvel_Comics)	Sin is a supervillain appearing in American comic books published by Marvel Comics.
